select * from quality.m_fab_tracking where lot_id = 'CKH1B5.1' and ppid = 'C.10K3E14T20Q'	CKH1B5.1 랏 id의 fab 진행 이력 중 레시피이 C.10K3E14T20Q 인 레시피 결과만 조회하시오
select * from quality.m_fab_tracking where line_id = 'KFE3' and part_id = 'K4U8E164AA-GAB'	KFE3 line id의 fab tracking 중 제품이 K4U8E164AA-GAB 인 제품 id 결과만 조회하시오
select * from quality.m_fab_tracking where eqp_id = 'SLWHJ22' and process_id = 'KCES'	SLWHJ22 설비 id의 fab tracking 이력 중 process id이 KCES 인 공법 id 결과만 조회하시오
select * from quality.m_defect_summary where eqp_id = 'DPNC05' and recipe_id = 'PMHA0976'	DPNC05 설비의 defect summary 중 recipe id이 PMHA0976 인 레시피 id 결과만 조회하시오
select * from quality.m_defect_summary where wafer_id = '10' and chamber_id = 'EX2'	10 웨이퍼 id의 defect summary 중 챔버이 EX2 인 chamber 결과만 조회하시오
select * from quality.m_defect_summary where chamber_id = 'DFDA123' and recipe_id = 'KENB'	DFDA123 chamber id의 결함 계측 결과 중 레시피 아이디이 KENB 인 레시피 결과만 조회하시오
select * from quality.m_defect_summary where recipe_id = 'PNG04879' and chamber_id = '5'	PNG04879 레시피의 결함 계측 결과 중 챔버이 5 인 챔버 결과만 조회하시오
select * from quality.m_defect_summary where root_lot_id = 'CKHR40' and chamber_id = '3'	CKHR40 root lot의 defect summary 중 chamber id이 3 인 챔버 id 결과만 조회하시오
select * from quality.m_defect_chip where lot_id = 'HYH671.1' and reticle_id = 'JLBJB6G0R4'	HYH671.1 lot의 chip 결함 test 중 레티클 아이디이 JLBJB6G0R4 인 레티클 결과만 조회하시오
select * from quality.m_defect_chip where part_id = 'K4A8G085WC-JAF' and lot_id = 'JBGH06.1'	K4A8G085WC-JAF part id의 칩 결함 테스트 결과 중 랏 id이 JBGH06.1 인 lot 결과만 조회하시오
select * from quality.m_defect_chip where process_id = 'KGLB' and part_id = 'K4G80325FC-JCI'	KGLB 공법 id의 chip defect 테스트 결과 중 제품 id이 K4G80325FC-JCI 인 제품 id 결과만 조회하시오
select * from quality.m_defect_chip where root_lot_id = 'JBGH06' and reticle_id = 'JLBJB6G0R4'	JBGH06 루트 랏 id의 chip defect 테스트 결과 중 레티클 id이 JLBJB6G0R4 인 레티클 id 결과만 조회하시오
select * from quality.m_defect_chip where lot_id = 'HYH671.1' and process_id = 'KGKA'	HYH671.1 lot id의 chip 결함 테스트 결과 중 process id이 KGKA 인 공법 id 결과만 조회하시오
select * from quality.m_defect_chip where part_id = 'K4G80325FC-JCI' and step_seq = 'SQ118240'	K4G80325FC-JCI 제품 아이디의 chip 결함 test 중 step sequence이 SQ118240 인 step sequence 결과만 조회하시오
select * from quality.m_eds_bin where process_id = 'DREW' and part_id = 'K9AHGY8J0M-HDY'	DREW process id의 eds 테스트 중 제품 id이 K9AHGY8J0M-HDY 인 part id 결과만 조회하시오
select * from quality.m_eds_bin where wafer_id = '17' and root_lot_id = 'GHGQ30'	17 wafer 아이디의 빈 테스트 중 루트 랏 id이 GHGQ30 인 루트랏 결과만 조회하시오
select * from quality.m_eds_bin where wafer_id = '19' and eqp_id = 'MDIHZ04'	19 웨이퍼 id의 eds test 중 eds 설비이 MDIHZ04 인 eds equipment id 결과만 조회하시오
select * from quality.m_eds_bin where eqp_id = 'MDFM51' and wafer_id = '7'	MDFM51 설비 아이디의 eds 테스트 중 웨이퍼 id이 7 인 웨이퍼 id 결과만 조회하시오
select * from quality.m_eds_bin where eqp_id = 'MBFM52' and part_id = 'K203D23AD-CGR'	MBFM52 eds 설비의 eds 테스트 중 제품 아이디이 K203D23AD-CGR 인 제품 결과만 조회하시오
select * from quality.m_eds_bin where root_lot_id = 'HAGA63' and part_id = 'K203D03RF-LRF'	HAGA63 root lot의 bin 테스트 중 제품이 K203D03RF-LRF 인 제품 아이디 결과만 조회하시오
select * from quality.m_eds_chip_bin where root_lot_id = 'PPD035' and step_seq = 'EDS_ZX'	PPD035 루트 랏의 eds 칩 빈 테스트 결과 중 eds 공정이 EDS_ZX 인 eds step seq 결과만 조회하시오
select * from quality.m_eds_chip_bin where root_lot_id = 'MHKA37' and process_id = 'FDEE'	MHKA37 root lot id의 eds chip 테스트 중 공법이 FDEE 인 process id 결과만 조회하시오
select * from quality.m_eds_chip_bin where lot_id = 'EUH002.1' and process_id = 'FDEE'	EUH002.1 lot의 eds 칩 빈 테스트 결과 중 공법이 FDEE 인 process 결과만 조회하시오
select * from quality.m_eds_chip_bin where step_seq = 'EDS_P' and root_lot_id = 'ASDX12'	EDS_P eds step seq의 eds chip 테스트 중 루트 랏이 ASDX12 인 루트랏 결과만 조회하시오
select * from quality.m_eds_chip_bin where process_id = 'ZDFQ' and lot_id = 'HAHC92.1'	ZDFQ process의 eds chip 계측 결과 중 lot id이 HAHC92.1 인 랏 id 결과만 조회하시오
select * from quality.m_eds_chip_bin where process_id = 'DREW' and root_lot_id = 'ASDX12'	DREW 공법 id의 eds 칩 빈 테스트 결과 중 루트 랏이 ASDX12 인 root lot 결과만 조회하시오
select * from quality.m_eds_chip_measure where step_seq = 'EDS_P' and item_id = 'FBT9492_5'	EDS_P step seq의 eds 테스트 결과 중 eds 칩 테스트 항목이 FBT9492_5 인 eds 칩 테스트 항목 결과만 조회하시오
select * from quality.m_eds_chip_measure where lot_id = 'EUH002.1' and root_lot_id = 'PLXS12'	EUH002.1 lot id의 eds chip 테스트 중 루트 랏 id이 PLXS12 인 루트 랏 결과만 조회하시오
select * from quality.m_eds_chip_measure where item_id = 'FBT9492_5' and step_seq = 'EDS_P'	FBT9492_5 계측 항목의 eds chip measure 중 step seq이 EDS_P 인 step 결과만 조회하시오
select * from quality.m_eds_chip_measure where process_id = 'PPKL' and root_lot_id = 'PLOP90'	PPKL process의 eds chip 테스트 중 root lot이 PLOP90 인 루트랏 결과만 조회하시오
select * from quality.m_eds_chip_measure where root_lot_id = 'PLC2E3' and process_id = 'PPQW'	PLC2E3 root lot의 eds chip measure 중 공법 id이 PPQW 인 공법 id 결과만 조회하시오
select * from quality.m_eds_chip_measure where process_id = 'PPQW' and item_id = 'FBT3902_4'	PPQW 공법 아이디의 eds chip 테스트 중 eds 칩 테스트 항목이 FBT3902_4 인 계측 항목 결과만 조회하시오
select * from quality.m_eds_measure where step_seq = 'EDS_FP' and test_type = 'NORMAL'	EDS_FP step seq의 eds measure 중 test type이 NORMAL 인 test 타입 결과만 조회하시오
select * from quality.m_eds_measure where wafer_id = '8' and part_id = 'K4A02931FD-EFD'	8 웨이퍼의 eds 테스트 결과 중 part id이 K4A02931FD-EFD 인 제품 아이디 결과만 조회하시오
select * from quality.m_eds_measure where root_lot_id = 'COF0231' and step_seq = 'EDS_G'	COF0231 root lot id의 eds 테스트 결과 중 step seq이 EDS_G 인 step seq 결과만 조회하시오
select * from quality.m_eds_measure where root_lot_id = 'DAS232' and probe_card_id = 'F913S7A02'	DAS232 root lot의 eds measure 중 프로브 카드이 F913S7A02 인 probe card id 결과만 조회하시오
select * from quality.m_eds_measure where step_seq = 'EDS_CV' and wafer_id = '17'	EDS_CV step seq의 eds measure 중 wafer 아이디이 17 인 wafer 결과만 조회하시오
select * from quality.m_eds_measure where lot_id = 'GEHA24.1' and part_id = 'K4A02931FD-EFD'	GEHA24.1 랏 id의 eds 테스트 결과 중 제품이 K4A02931FD-EFD 인 part id 결과만 조회하시오
select * from master.m_fab_item_met where step_seq = 'TQ047400' and subitem_id = 'S8'	TQ047400 스텝 seq의 계측 중 sub 계측 아이템이 S8 인 서브 테스트 항목 결과만 조회하라
select * from master.m_fab_item_met where item_id = 'DPA05' and step_seq = 'TH140028'	DPA05 item id의 계측 항목 중 step seq이 TH140028 인 step seq 결과만 조회하라
select * from master.m_fab_item_met where subitem_id = 'UPPERLEFT' and item_id = 'E1_RAW_MAX_Y'	UPPERLEFT subitem id의 fab 계측 항목 중 아이템 항목이 E1_RAW_MAX_Y 인 item id 결과만 조회하라
select * from quality.m_fab_dcop_met where line_id = 'KFBH' and eqp_id = 'PVH092'	KFBH line id의 DCOP 중 설비이 PVH092 인 eqp id 결과만 조회하라
select * from quality.m_fab_dcop_met where lot_id = 'PVH092.1' and root_lot_id = 'HAHC92'	PVH092.1 랏의 DCOP 테스트 결과 중 루트 랏 id이 HAHC92 인 루트 랏 id 결과만 조회하라
select * from quality.m_fab_dcop_met where wafer_id = '15' and dcol_operator = 'AUTO'	15 wafer의 DCOP 중 dcol operator이 AUTO 인 dcol operator 결과만 조회하라
select * from quality.m_fab_dcop_met where area = 'QVW' and part_id = 'K4U8E164AA-GDE'	QVW 공정의 DCOP 결과 중 제품이 K4U8E164AA-GDE 인 제품 아이디 결과만 조회하라
select * from quality.m_fab_dcop_met where line_id = 'KFBE' and dcol_operator = 'AUTO'	KFBE line id의 DCOP 테스트 결과 중 작업자이 AUTO 인 operator 결과만 조회하라
select * from quality.m_fab_dcop_met where area = 'YRXQ' and line_id = 'CHTV'	YRXQ 공정의 DCOP 계측 중 line id이 CHTV 인 라인 결과만 조회하라
select * from quality.m_fab_tracking where chamber_id = '81' and eqp_type = 'IIMPHE'	81 chamber의 fab tracking 중 eqp type이 IIMPHE 인 eqp type 결과만 조회하라
select * from quality.m_fab_tracking where eqp_type = 'TCPEOX' and foup_id = 'PPCB2129'	TCPEOX equipment type의 fab tracking 중 풉 id이 PPCB2129 인 풉 id 결과만 조회하라
select * from quality.m_fab_tracking where part_id = 'K4E8E324EC-GAB' and area = 'PHOTO'	K4E8E324EC-GAB part id의 fab 이력 중 area이 PHOTO 인 area 결과만 조회하라
select * from quality.m_fab_tracking where eqp_model = 'W_SES_H8DF' and root_lot_id = 'GHF710'	W_SES_H8DF 설비 모델의 팹 이력 중 루트 랏 id이 GHF710 인 루트 랏 결과만 조회하라
select * from quality.m_fab_tracking where eqp_id = 'WWOJLT6' and chamber_id = 'B'	WWOJLT6 설비 아이디의 fab 진행 이력 중 챔버 id이 B 인 chamber 결과만 조회하라
select * from quality.m_fab_tracking where foup_id = 'PMH10404' and eqp_id = 'ETOJM51'	PMH10404 foup의 팹 이력 중 설비 id이 ETOJM51 인 설비 아이디 결과만 조회하라
select * from quality.m_defect_summary where wafer_id = '20' and recipe_id = 'PMG07436'	20 웨이퍼의 결함 계측 결과 중 recipe id이 PMG07436 인 recipe 결과만 조회하라
select * from quality.m_defect_summary where wafer_id = '6' and root_lot_id = 'HAGA63'	6 wafer의 결함 요약 중 루트 랏 id이 HAGA63 인 루트 랏 id 결과만 조회하라
select * from quality.m_defect_summary where root_lot_id = 'JIG031' and eqp_id = 'DNTC69'	JIG031 루트 랏의 결함 계측 결과 중 eqp id이 DNTC69 인 설비 아이디 결과만 조회하라
select * from quality.m_defect_summary where wafer_id = '18' and chamber_id = 'DFA1231'	18 wafer의 defect 계측 결과 중 chamber이 DFA1231 인 챔버 아이디 결과만 조회하라
select * from quality.m_defect_summary where recipe_id = 'PCJ8126' and chamber_id = '2'	PCJ8126 recipe의 결함 계측 결과 중 chamber이 2 인 chamber 결과만 조회하라
select * from quality.m_defect_summary where chamber_id = 'DFDB154' and eqp_id = 'MBFM52'	DFDB154 chamber의 결함 계측 결과 중 eqp id이 MBFM52 인 equipment id 결과만 조회하라
select * from quality.m_defect_chip where part_id = 'K4G80325FC-JCI' and wafer_id = '13'	K4G80325FC-JCI 제품 아이디의 칩 defect 테스트 결과 중 웨이퍼 id이 13 인 웨이퍼 id 결과만 조회하라
select * from quality.m_defect_chip where lot_id = 'JQHZ14' and reticle_id = 'JLBJB6G0R4'	JQHZ14 랏의 chip 결함 test 중 reticle이 JLBJB6G0R4 인 레티클 결과만 조회하라
select * from quality.m_defect_chip where root_lot_id = 'HYH671' and reticle_id = 'JLBJB6G0R4'	HYH671 루트 랏의 chip 결함 테스트 결과 중 레티클 아이디이 JLBJB6G0R4 인 reticle id 결과만 조회하라
select * from quality.m_defect_chip where wafer_id = '8' and lot_id = 'GHH090.1'	8 웨이퍼 아이디의 chip 결함 test 중 랏이 GHH090.1 인 랏 아이디 결과만 조회하라
select * from quality.m_defect_chip where reticle_id = 'JLBJB6G0R4' and step_seq = 'LY300050'	JLBJB6G0R4 reticle의 chip 결함 test 중 스텝 시퀀스이 LY300050 인 스텝 시퀀스 결과만 조회하라
select * from quality.m_defect_chip where process_id = 'KJLB' and step_seq = 'SQ118240'	KJLB process id의 칩 defect 테스트 결과 중 스텝 시퀀스이 SQ118240 인 step seq 결과만 조회하라
select * from quality.m_eds_bin where process_id = 'PPFP' and wafer_id = '12'	PPFP 공법 아이디의 eds bin test 중 웨이퍼 id이 12 인 wafer 결과만 조회하라
select * from quality.m_eds_bin where eqp_id = 'PTVJL25' and process_id = 'DREW'	PTVJL25 설비의 eds bin test 중 공법 id이 DREW 인 공법 아이디 결과만 조회하라
select * from quality.m_eds_bin where wafer_id = '7' and eqp_id = 'WWYGA8'	7 wafer id의 eds 테스트 중 eds eqp id이 WWYGA8 인 eqp id 결과만 조회하라
select * from quality.m_eds_bin where part_id = 'K203D23AD-CGR' and root_lot_id = 'PGF582'	K203D23AD-CGR part id의 eds 테스트 중 루트 랏이 PGF582 인 루트 랏 결과만 조회하라
select * from quality.m_eds_bin where root_lot_id = 'GHGQ30' and part_id = 'K4UXD23AA-DDR'	GHGQ30 루트 랏의 eds test 중 part id이 K4UXD23AA-DDR 인 제품 id 결과만 조회하라
select * from quality.m_eds_chip_bin where root_lot_id = 'ASDX12' and step_seq = 'EDS_P'	ASDX12 root lot의 eds 칩 빈 테스트 결과 중 step이 EDS_P 인 step 결과만 조회하라
select * from quality.m_eds_chip_bin where lot_id = 'HYG1D1.1' and root_lot_id = 'XDF112'	HYG1D1.1 랏 아이디의 eds 칩 빈 테스트 결과 중 루트 랏 아이디이 XDF112 인 루트 랏 아이디 결과만 조회하라
select * from quality.m_eds_chip_bin where lot_id = 'EUH002.1' and process_id = 'FDEE'	EUH002.1 랏 id의 eds chip 테스트 중 process이 FDEE 인 process 결과만 조회하라
select * from quality.m_eds_chip_measure where step_seq = 'EDS_WP' and process_id = 'PPIL'	EDS_WP step의 eds chip 테스트 중 공법 아이디이 PPIL 인 공법 id 결과만 조회하라
select * from quality.m_eds_chip_measure where lot_id = 'PLSB76A' and root_lot_id = 'PLC2E3'	PLSB76A 랏의 eds 칩 테스트 중 root lot이 PLC2E3 인 루트 랏 결과만 조회하라
select * from quality.m_eds_chip_measure where lot_id = 'GEHA24.1' and step_seq = 'EDS_XP'	GEHA24.1 lot의 eds 칩 테스트 중 step seq이 EDS_XP 인 step seq 결과만 조회하라
select * from quality.m_eds_chip_measure where root_lot_id = 'PLDF12' and item_id = 'FBT3902_4'	PLDF12 루트 랏의 eds 테스트 결과 중 계측 항목이 FBT3902_4 인 계측 항목 결과만 조회하라
select * from quality.m_eds_chip_measure where item_id = 'FBT3902_4' and process_id = 'PPGD'	FBT3902_4 계측 항목의 eds chip measure 중 process id이 PPGD 인 process 결과만 조회하라
select * from quality.m_eds_measure where test_type = 'NORMAL' and lot_id = 'HYG1D1.1'	NORMAL test 타입의 eds measure 중 lot이 HYG1D1.1 인 lot 결과만 조회하라
select * from quality.m_eds_measure where lot_id = 'WCE063' and step_seq = 'EDS_CV'	WCE063 랏 id의 eds 테스트 결과 중 step seq이 EDS_CV 인 eds 공정 결과만 조회하라
select * from quality.m_eds_measure where probe_card_id = 'A12302S23' and test_type = 'NORMAL'	A12302S23 프로브 카드의 eds 테스트 결과 중 test 타입이 NORMAL 인 테스트 타입 결과만 조회하라
select * from quality.m_eds_measure where root_lot_id = 'QWEQW12' and test_type = 'NORMAL'	QWEQW12 root lot의 eds measure 중 test type이 NORMAL 인 test 타입 결과만 조회하라
select * from quality.m_eds_measure where step_seq = 'EDS_FP' and wafer_id = '24'	EDS_FP step seq의 eds measure 중 웨이퍼 id이 24 인 웨이퍼 아이디 결과만 조회하라
select * from quality.m_eds_measure where step_seq = 'EDS_CV' and part_id = 'K4EROFW029-VZS'	EDS_CV step seq의 eds 테스트 결과 중 part id이 K4EROFW029-VZS 인 part id 결과만 조회하라
select * from master.m_fab_item_met where subitem_id = 'RAW_2' and item_id in ('CD250', 'CD250')	RAW_2 sub 계측 아이템 중에서 아이템 id이 CD250 이거나 CD250 관련 결과만 조회하시오
select * from master.m_fab_item_met where line_id = 'CHTV' and step_seq in ('QM053020', 'QM053020')	CHTV line id 중에서 step seq이 QM053020 이거나 QM053020 관련 결과만 조회하시오
select * from master.m_fab_item_met where subitem_id = 'S4' and line_id in ('EOVI', 'EOVI')	S4 서브 아이템 id 중에서 라인이 EOVI 이거나 EOVI 관련 결과만 조회하시오
select * from master.m_fab_item_met where step_seq = 'SN035040' and line_id in ('QELV', 'QELV')	SN035040 스텝 seq 중에서 라인이 QELV 이거나 QELV 관련 결과만 조회하시오
select * from master.m_fab_item_met where line_id = 'QVXS' and subitem_id in ('RAW_2', 'RAW_2')	QVXS 라인 아이디 중에서 세부 계측 아이템이 RAW_2 이거나 RAW_2 관련 결과만 조회하시오
select * from master.m_fab_item_met where step_seq = 'SN035040' and subitem_id in ('RAW_1', 'RAW_1')	SN035040 스텝 seq 중에서 세부 계측 아이템이 RAW_1 이거나 RAW_1 관련 결과만 조회하시오
select * from quality.m_fab_dcop_met where eqp_id = 'PTV592' and line_id in ('QVXS', 'QVXS')	PTV592 설비 중에서 라인이 QVXS 이거나 QVXS 관련 결과만 조회하시오
select * from quality.m_fab_dcop_met where wafer_id = '8' and root_lot_id in ('PTV592', 'PTV592')	8 웨이퍼 id 중에서 루트 랏 id이 PTV592 이거나 PTV592 관련 결과만 조회하시오
select * from quality.m_fab_dcop_met where step_id = 'NR098541' and area in ('YRXQ', 'YRXQ')	NR098541 step id 중에서 공정이 YRXQ 이거나 YRXQ 관련 결과만 조회하시오
select * from quality.m_fab_dcop_met where part_id = 'QPVIX2OVL4-QPV' and lot_id in ('GHGQ18.1', 'GHGQ18.1')	QPVIX2OVL4-QPV 제품 중에서 lot id이 GHGQ18.1 이거나 GHGQ18.1 관련 결과만 조회하시오
select * from quality.m_fab_dcop_met where dcol_operator = 'AUTO' and lot_id in ('GHH090.1', 'GHH090.1')	AUTO dcol operator 중에서 랏이 GHH090.1 이거나 GHH090.1 관련 결과만 조회하시오
select * from quality.m_fab_tracking where line_id = 'KFBJ' and wafer_id in ('15', '15')	KFBJ 라인 중에서 wafer 아이디이 15 이거나 15 관련 결과만 조회하시오
select * from quality.m_fab_tracking where foup_id = 'PMG08241' and part_id in ('K4F8E164HM-HAB', 'K4F8E164HM-HAB')	PMG08241 풉 id 중에서 part id이 K4F8E164HM-HAB 이거나 K4F8E164HM-HAB 관련 결과만 조회하시오
select * from quality.m_fab_tracking where process_id = 'KETZ' and line_id in ('KFBH', 'KFBH')	KETZ 공법 아이디 중에서 line id이 KFBH 이거나 KFBH 관련 결과만 조회하시오
select * from quality.m_fab_tracking where root_lot_id = 'JCG777' and chamber_id in ('8', '8')	JCG777 루트 랏 아이디 중에서 챔버 id이 8 이거나 8 관련 결과만 조회하시오
select * from quality.m_fab_tracking where eqp_id = 'WWPGQT2' and eqp_model in ('ANT_TPZ12CDN_SC', 'ANT_TPZ12CDN_SC')	WWPGQT2 설비 아이디 중에서 eqp model이 ANT_TPZ12CDN_SC 이거나 ANT_TPZ12CDN_SC 관련 결과만 조회하시오
select * from quality.m_fab_tracking where eqp_model = 'OPTIMA_XE' and eqp_type in ('CMPTST', 'CMPTST')	OPTIMA_XE equipment model 중에서 eqp type이 CMPTST 이거나 CMPTST 관련 결과만 조회하시오
select * from quality.m_defect_summary where wafer_id = '3' and eqp_id in ('TATHJ05', 'TATHJ05')	3 wafer 아이디 중에서 설비 아이디이 TATHJ05 이거나 TATHJ05 관련 결과만 조회하시오
select * from quality.m_defect_summary where chamber_id = '103' and wafer_id in ('16', '16')	103 챔버 중에서 wafer 아이디이 16 이거나 16 관련 결과만 조회하시오
select * from quality.m_defect_summary where root_lot_id = 'HYG1D1' and recipe_id in ('PNHB9488', 'PNHB9488')	HYG1D1 루트랏 중에서 recipe이 PNHB9488 이거나 PNHB9488 관련 결과만 조회하시오
select * from quality.m_defect_summary where chamber_id = 'B' and recipe_id in ('FH160560', 'FH160560')	B chamber id 중에서 레시피이 FH160560 이거나 FH160560 관련 결과만 조회하시오
select * from quality.m_defect_summary where chamber_id = 'DFA1231' and root_lot_id in ('CSH172', 'CSH172')	DFA1231 chamber id 중에서 루트 랏이 CSH172 이거나 CSH172 관련 결과만 조회하시오
select * from quality.m_defect_chip where lot_id = 'G2G024.1' and wafer_id in ('18', '18')	G2G024.1 랏 아이디 중에서 웨이퍼 id이 18 이거나 18 관련 결과만 조회하시오
select * from quality.m_defect_chip where process_id = 'KEND' and part_id in ('K4G80325FC-JCI', 'K4G80325FC-JCI')	KEND 공법 아이디 중에서 제품 id이 K4G80325FC-JCI 이거나 K4G80325FC-JCI 관련 결과만 조회하시오
select * from quality.m_defect_chip where lot_id = 'EUH002.1' and step_seq in ('SQ057040S01', 'SQ057040S01')	EUH002.1 lot 중에서 step sequence이 SQ057040S01 이거나 SQ057040S01 관련 결과만 조회하시오
select * from quality.m_defect_chip where lot_id = 'EUH002.1' and process_id in ('KCAK', 'KCAK')	EUH002.1 랏 id 중에서 공법이 KCAK 이거나 KCAK 관련 결과만 조회하시오
select * from quality.m_defect_chip where root_lot_id = 'HAGA63' and lot_id in ('HYH671.1', 'HYH671.1')	HAGA63 루트 랏 id 중에서 랏 아이디이 HYH671.1 이거나 HYH671.1 관련 결과만 조회하시오
select * from quality.m_defect_chip where step_seq = 'SN035040' and process_id in ('KJLB', 'KJLB')	SN035040 step sequence 중에서 process id이 KJLB 이거나 KJLB 관련 결과만 조회하시오
select * from quality.m_eds_bin where eqp_id = 'MDFM51' and process_id in ('XMFH', 'XMFH')	MDFM51 eds equipment id 중에서 공법 아이디이 XMFH 이거나 XMFH 관련 결과만 조회하시오
select * from quality.m_eds_bin where eqp_id = 'TATHJ05' and root_lot_id in ('JQHZ14', 'JQHZ14')	TATHJ05 eds eqp id 중에서 루트 랏 아이디이 JQHZ14 이거나 JQHZ14 관련 결과만 조회하시오
select * from quality.m_eds_bin where wafer_id = '12' and eqp_id in ('MBFM52', 'MBFM52')	12 웨이퍼 id 중에서 eds 설비이 MBFM52 이거나 MBFM52 관련 결과만 조회하시오
select * from quality.m_eds_bin where wafer_id = '18' and process_id in ('XMFH', 'XMFH')	18 wafer id 중에서 process id이 XMFH 이거나 XMFH 관련 결과만 조회하시오
select * from quality.m_eds_bin where part_id = 'K203D23AD-CGR' and root_lot_id in ('MHHF51', 'MHHF51')	K203D23AD-CGR part id 중에서 루트 랏 id이 MHHF51 이거나 MHHF51 관련 결과만 조회하시오
select * from quality.m_eds_bin where eqp_id = 'PTVJL25' and part_id in ('K4U8E164AA-PAR', 'K4U8E164AA-PAR')	PTVJL25 설비 중에서 part id이 K4U8E164AA-PAR 이거나 K4U8E164AA-PAR 관련 결과만 조회하시오
select * from quality.m_eds_chip_bin where root_lot_id = 'PPD035' and lot_id in ('MHKA37', 'MHKA37')	PPD035 루트 랏 아이디 중에서 랏이 MHKA37 이거나 MHKA37 관련 결과만 조회하시오
select * from quality.m_eds_chip_bin where step_seq = 'EDS_ZX' and lot_id in ('GEHA24.1', 'GEHA24.1')	EDS_ZX eds step 중에서 lot id이 GEHA24.1 이거나 GEHA24.1 관련 결과만 조회하시오
select * from quality.m_eds_chip_bin where lot_id = 'PPD035' and process_id in ('PPFP', 'PPFP')	PPD035 랏 중에서 공법이 PPFP 이거나 PPFP 관련 결과만 조회하시오
select * from quality.m_eds_chip_bin where process_id = 'ZDFQ' and lot_id in ('HAHC92.1', 'HAHC92.1')	ZDFQ 공법 아이디 중에서 랏 id이 HAHC92.1 이거나 HAHC92.1 관련 결과만 조회하시오
select * from quality.m_eds_chip_bin where root_lot_id = 'XDF112' and step_seq in ('EDS_FP', 'EDS_FP')	XDF112 root lot 중에서 eds step seq이 EDS_FP 이거나 EDS_FP 관련 결과만 조회하시오
select * from quality.m_eds_chip_measure where item_id = 'FBT9204_2' and item_type in ('FDZ', 'FDZ')	FBT9204_2 계측 항목 중에서 item type이 FDZ 이거나 FDZ 관련 결과만 조회하시오
select * from quality.m_eds_chip_measure where item_type = 'FBR' and root_lot_id in ('PLSD12', 'PLSD12')	FBR item type 중에서 루트랏이 PLSD12 이거나 PLSD12 관련 결과만 조회하시오
select * from quality.m_eds_chip_measure where item_type = 'FDA' and item_id in ('FBT3902_4', 'FBT3902_4')	FDA item type 중에서 테스트 항목이 FBT3902_4 이거나 FBT3902_4 관련 결과만 조회하시오
select * from quality.m_eds_chip_measure where item_type = 'FDZ' and process_id in ('PPZX', 'PPZX')	FDZ item type 중에서 공법 아이디이 PPZX 이거나 PPZX 관련 결과만 조회하시오
select * from quality.m_eds_chip_measure where root_lot_id = 'PLVD12' and item_id in ('FBT1222_4', 'FBT1222_4')	PLVD12 루트 랏 id 중에서 테스트 항목이 FBT1222_4 이거나 FBT1222_4 관련 결과만 조회하시오
select * from quality.m_eds_chip_measure where step_seq = 'EDS_FP' and root_lot_id in ('PLXS12', 'PLXS12')	EDS_FP step 중에서 루트랏이 PLXS12 이거나 PLXS12 관련 결과만 조회하시오
select * from quality.m_eds_measure where test_type = 'NORMAL' and lot_id in ('HAHC92.1', 'HAHC92.1')	NORMAL 테스트 타입 중에서 lot이 HAHC92.1 이거나 HAHC92.1 관련 결과만 조회하시오
select * from quality.m_eds_measure where root_lot_id = 'TWEQ301' and lot_id in ('EUH002.1', 'EUH002.1')	TWEQ301 루트 랏 중에서 lot id이 EUH002.1 이거나 EUH002.1 관련 결과만 조회하시오
select * from quality.m_eds_measure where part_id = 'K4A02931FD-EFD' and probe_card_id in ('A12302S23', 'A12302S23')	K4A02931FD-EFD 제품 아이디 중에서 프로브 카드이 A12302S23 이거나 A12302S23 관련 결과만 조회하시오
select * from quality.m_eds_measure where wafer_id = '13' and root_lot_id in ('WCE063', 'WCE063')	13 웨이퍼 id 중에서 루트랏이 WCE063 이거나 WCE063 관련 결과만 조회하시오
select * from quality.m_eds_measure where test_type = 'NORMAL' and part_id in ('K4A8G085WC-JKD', 'K4A8G085WC-JKD')	NORMAL test type 중에서 제품이 K4A8G085WC-JKD 이거나 K4A8G085WC-JKD 관련 결과만 조회하시오
select * from quality.m_eds_measure where part_id = 'K4A23123WD-AFD' and lot_id in ('EUH002.1', 'EUH002.1')	K4A23123WD-AFD part id 중에서 lot id이 EUH002.1 이거나 EUH002.1 관련 결과만 조회하시오
select * from master.m_fab_item_met where line_id = 'KFBW' and item_id in ('CD1', 'CD1')	KFBW line id 중에서 item id이 CD1 이거나 CD1 관련 결과만 조회하라
select * from master.m_fab_item_met where line_id = 'QOEI' and step_seq in ('SQ118240', 'SQ118240')	QOEI 라인 중에서 step seq이 SQ118240 이거나 SQ118240 관련 결과만 조회하라
select * from master.m_fab_item_met where step_seq = 'SN035576' and line_id in ('VPXI', 'VPXI')	SN035576 스텝 seq 중에서 라인이 VPXI 이거나 VPXI 관련 결과만 조회하라
select * from master.m_fab_item_met where line_id = 'KLUN' and subitem_id in ('S11', 'S11')	KLUN 라인 중에서 서브 아이템 id이 S11 이거나 S11 관련 결과만 조회하라
select * from master.m_fab_item_met where item_id = 'BIN4_1' and line_id in ('QVXS', 'QVXS')	BIN4_1 item id 중에서 라인 아이디이 QVXS 이거나 QVXS 관련 결과만 조회하라
select * from master.m_fab_item_met where item_id = 'POINTS' and step_seq in ('NR123162', 'NR123162')	POINTS 아이템 id 중에서 step seq이 NR123162 이거나 NR123162 관련 결과만 조회하라
